,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense
BSN.F,-331500000.0,0.25,5136000000.0,-1326000000.0,-1326000000.0,881000000.0,1611000000.0,14535000000.0,3810000000.0,2199000000.0,-357000000.0,513000000.0,341000000.0,1875500000.0,881000000.0,24130000000.0,2042000000.0,641738674.0,641030818.0,1.36,1.36,873000000.0,873000000.0,8000000.0,881000000.0,953000000.0,954000000.0,768000000.0,1686000000.0,-1326000000.0,-357000000.0,513000000.0,341000000.0,3489000000.0,9595000000.0,13084000000.0,14535000000.0,27619000000.0,27619000000.0,9036000000.0,6288000000.0,2748000000.0
NXPRF,-12020700.0,0.2357,563000000.0,-51000000.0,-51000000.0,221000000.0,156000000.0,6795000000.0,512000000.0,356000000.0,-71000000.0,64000000.0,,259979300.0,221000000.0,7371000000.0,374000000.0,,,,,221000000.0,221000000.0,0.0,221000000.0,223000000.0,223000000.0,68000000.0,292000000.0,-37000000.0,-71000000.0,64000000.0,,419000000.0,576000000.0,995000000.0,6795000000.0,7790000000.0,7790000000.0,474000000.0,,474000000.0
LRLCF,-84865600.0,0.232,10310700000.0,-365800000.0,-365800000.0,6184000000.0,1715000000.0,10767000000.0,9944900000.0,8229900000.0,-113400000.0,228900000.0,162100000.0,6464934400.0,6184000000.0,33039200000.0,8143300000.0,537021039.0,535411255.0,11.52,11.55,6184000000.0,6184000000.0,0.0,6184000000.0,6190500000.0,6190500000.0,1810600000.0,8001000000.0,-365800000.0,-113400000.0,228900000.0,162100000.0,8143300000.0,22272200000.0,30415500000.0,10767000000.0,41182500000.0,41182500000.0,20983300000.0,13356600000.0,7626700000.0
SNGS.ME,-428840819.107869,0.164622,996627000000.0,-2605000000.0,-2605000000.0,742871000000.0,83777000000.0,196145000000.0,994022000000.0,910245000000.0,113183000000.0,20936000000.0,134119000000.0,745047159180.8921,742871000000.0,907554000000.0,165063000000.0,35724986000.0,35724986000.0,19.35,19.35,691114000000.0,691114000000.0,0.0,742871000000.0,742909000000.0,742909000000.0,146400000000.0,889309000000.0,-2605000000.0,113183000000.0,20936000000.0,134119000000.0,167668000000.0,711409000000.0,879077000000.0,196145000000.0,1075222000000.0,1075222000000.0,94233000000.0,94233000000.0,
WPP.L,4807000.0,0.19,1884600000.0,25300000.0,25300000.0,110400000.0,1174600000.0,12325800000.0,1909900000.0,735300000.0,-274600000.0,389000000.0,114400000.0,89907000.0,110400000.0,14313800000.0,531000000.0,1094000000.0,1072100000.0,0.101,0.103,110400000.0,110400000.0,0.0,110400000.0,197200000.0,197200000.0,149100000.0,346300000.0,0.0,-274600000.0,389000000.0,114400000.0,531000000.0,1988000000.0,2519000000.0,12325800000.0,14844800000.0,14844800000.0,1988000000.0,,1988000000.0
MEL.F,413081.558028,0.128646,512159000.0,3211000.0,3211000.0,117733000.0,258763000.0,209528000.0,515370000.0,256607000.0,-116338000.0,107290000.0,9613000.0,114935081.558028,117733000.0,1676883000.0,,220169305.0,220169305.0,0.53,0.53,117733000.0,117733000.0,0.0,117733000.0,130108000.0,130108000.0,19209000.0,149317000.0,-5472000.0,-116338000.0,107290000.0,9613000.0,245818000.0,1467355000.0,1713173000.0,209528000.0,1922701000.0,1922701000.0,74347000.0,50797000.0,23550000.0
IGQ5.F,-1042.209484,0.000521,,-2000000.0,-2000000.0,3836000000.0,8000000.0,,,,-12000000.0,112000000.0,100000000.0,3837998957.790516,3836000000.0,,,966901059.0,964007876.0,3.967,3.979,3836000000.0,3836000000.0,,3836000000.0,3836000000.0,3836000000.0,2000000.0,3838000000.0,-2000000.0,,,,,144000000.0,,,3984000000.0,3984000000.0,34000000.0,,34000000.0
NXG.F,25629600.0,0.236,1240700000.0,108600000.0,108600000.0,802300000.0,246000000.0,3070500000.0,1349300000.0,1103300000.0,-80700000.0,87500000.0,6800000.0,719329600.0,802300000.0,4510000000.0,987900000.0,122400000.0,121300000.0,6.559,6.616,802300000.0,802300000.0,0.0,802300000.0,800500000.0,800500000.0,215300000.0,1015800000.0,108600000.0,-80700000.0,87500000.0,6800000.0,981000000.0,1439500000.0,2420500000.0,3070500000.0,5491000000.0,5491000000.0,1451800000.0,794100000.0,657700000.0
ESL.F,-401400.0,0.2007,6182000000.0,-2000000.0,-2000000.0,2289000000.0,2947000000.0,9347000000.0,6180000000.0,3233000000.0,-134000000.0,198000000.0,85000000.0,2290598600.0,2289000000.0,22216000000.0,3176000000.0,460651078.0,457892973.0,4.970987,5.000343,2289000000.0,2289000000.0,0.0,2289000000.0,2426000000.0,2426000000.0,609000000.0,3035000000.0,-2000000.0,-134000000.0,198000000.0,85000000.0,3179000000.0,12869000000.0,16048000000.0,9347000000.0,25395000000.0,25395000000.0,12051000000.0,9840000000.0,2211000000.0
IHG,-771000.0,0.257,1278000000.0,-3000000.0,-3000000.0,750000000.0,150000000.0,3206000000.0,1275000000.0,1125000000.0,-87000000.0,115000000.0,39000000.0,752229000.0,750000000.0,3590000000.0,1066000000.0,170000000.0,169000000.0,4.412,4.438,750000000.0,750000000.0,0.0,750000000.0,750000000.0,750000000.0,260000000.0,1010000000.0,-3000000.0,-87000000.0,115000000.0,39000000.0,1034000000.0,384000000.0,1418000000.0,3206000000.0,4624000000.0,4624000000.0,338000000.0,,338000000.0
SIX2.F,-18852570.0,0.278,1397078000.0,-67815000.0,-67815000.0,335139000.0,233458000.0,776677000.0,1329263000.0,576485000.0,-110259000.0,112226000.0,1967000.0,384101430.0,335139000.0,2965076000.0,573198000.0,30367112.0,30367112.0,7.13,7.13,335139000.0,335139000.0,0.0,335139000.0,335139000.0,335139000.0,129120000.0,464259000.0,-68953000.0,-110259000.0,112226000.0,1967000.0,655434000.0,2188399000.0,2843833000.0,776677000.0,3620510000.0,3620510000.0,254278000.0,179134000.0,75144000.0
FLN.F,0.0,0.238,,,,338000000.0,58700000.0,,,463300000.0,-20100000.0,20500000.0,71700000.0,338000000.0,338000000.0,3108500000.0,,,,,,338000000.0,338000000.0,,338000000.0,337200000.0,337200000.0,105600000.0,442800000.0,,-20100000.0,20500000.0,400000.0,,,,,3551300000.0,3551300000.0,654300000.0,,654300000.0
LGGNY,0.0,0.19,,,,457000000.0,,,,423000000.0,-347000000.0,347000000.0,11068000000.0,457000000.0,457000000.0,36367000000.0,,1256200000.0,1183000000.0,0.364,0.3675,435000000.0,435000000.0,22000000.0,457000000.0,443000000.0,443000000.0,-367000000.0,76000000.0,,-347000000.0,347000000.0,,,,,,36443000000.0,36443000000.0,,,
SMFTF,-53200000.0,0.28,2058000000.0,-190000000.0,-190000000.0,758000000.0,635000000.0,7485000000.0,1868000000.0,1233000000.0,-148000000.0,178000000.0,30000000.0,894800000.0,758000000.0,9869000000.0,1251000000.0,260000000.0,258000000.0,2.912,2.935,758000000.0,758000000.0,0.0,758000000.0,759000000.0,759000000.0,296000000.0,1055000000.0,-191000000.0,-148000000.0,178000000.0,30000000.0,1403000000.0,2384000000.0,3787000000.0,7485000000.0,11272000000.0,11272000000.0,2384000000.0,927000000.0,1457000000.0
ADRNY,594000.0,0.198,6500000000.0,3000000.0,3000000.0,1874000000.0,3468000000.0,64880000000.0,6503000000.0,3035000000.0,-554000000.0,735000000.0,174000000.0,1871594000.0,1874000000.0,85803000000.0,2846000000.0,,,,,1874000000.0,1874000000.0,0.0,1874000000.0,1874000000.0,1874000000.0,456000000.0,2300000000.0,,-554000000.0,735000000.0,174000000.0,2846000000.0,20923000000.0,23769000000.0,64880000000.0,88649000000.0,88649000000.0,21422000000.0,17320000000.0,4102000000.0
INR.F,-917000.0,0.131,6221000000.0,-7000000.0,-7000000.0,2655000000.0,2063000000.0,22756000000.0,6214000000.0,4151000000.0,-624000000.0,1095000000.0,386000000.0,2661083000.0,2655000000.0,25922000000.0,3507000000.0,5276575000.0,4932631000.0,0.506,0.538,2670000000.0,2655000000.0,0.0,2655000000.0,2655000000.0,2655000000.0,401000000.0,3056000000.0,2000000.0,-624000000.0,1095000000.0,386000000.0,3531000000.0,3166000000.0,6697000000.0,22756000000.0,29453000000.0,29453000000.0,1155000000.0,1155000000.0,
HBRIY,-43320000.0,0.19,2489000000.0,-203000000.0,-228000000.0,32000000.0,1430000000.0,2357000000.0,2286000000.0,856000000.0,-336000000.0,259000000.0,27000000.0,241680000.0,32000000.0,2506000000.0,913000000.0,806000000.0,804000000.0,0.04,0.04,32000000.0,32000000.0,0.0,32000000.0,32000000.0,32000000.0,565000000.0,597000000.0,-296000000.0,-336000000.0,259000000.0,27000000.0,1209000000.0,149000000.0,1358000000.0,2357000000.0,3715000000.0,3715000000.0,114000000.0,,114000000.0
ADS1.F,-1800000.0,0.15,1449000000.0,-12000000.0,-12000000.0,-119000000.0,1212000000.0,11244000000.0,1437000000.0,225000000.0,-83000000.0,160000000.0,39000000.0,-108800000.0,-75000000.0,21148000000.0,268000000.0,,,,,-75000000.0,-75000000.0,0.0,-75000000.0,-14000000.0,-58000000.0,124000000.0,65000000.0,-12000000.0,-83000000.0,160000000.0,39000000.0,279000000.0,9904000000.0,10183000000.0,11244000000.0,21427000000.0,21427000000.0,9914000000.0,8075000000.0,1839000000.0
RYDAF,84800000.0,0.4,68333000000.0,212000000.0,212000000.0,19359000000.0,31290000000.0,269413000000.0,68545000000.0,37255000000.0,-1638000000.0,4628000000.0,2990000000.0,19231800000.0,19359000000.0,285883000000.0,,6799800000.0,6733500000.0,2.85,2.88,19359000000.0,19359000000.0,0.0,19359000000.0,19636000000.0,19636000000.0,12991000000.0,32627000000.0,257000000.0,-1638000000.0,4628000000.0,2990000000.0,30737000000.0,16470000000.0,47207000000.0,269413000000.0,316620000000.0,316620000000.0,13433000000.0,,13433000000.0
WTBDY,-34299000.0,0.309,1124300000.0,-111000000.0,-111000000.0,312100000.0,383400000.0,998200000.0,1013300000.0,629900000.0,-112000000.0,178200000.0,66200000.0,388801000.0,312100000.0,2302000000.0,564800000.0,780800000.0,775600000.0,0.39975,0.4025,312100000.0,312100000.0,0.0,312100000.0,312100000.0,312100000.0,139600000.0,451700000.0,-109900000.0,-112000000.0,178200000.0,66200000.0,657900000.0,1303800000.0,1961700000.0,998200000.0,2959900000.0,2959900000.0,,,
DTEGY,-306590000.0,0.31,44056000000.0,-989000000.0,-989000000.0,4092000000.0,23975000000.0,44486000000.0,43067000000.0,19092000000.0,-5592000000.0,7124000000.0,1532000000.0,4774410000.0,17788000000.0,90142000000.0,20798000000.0,4976000000.0,4976000000.0,3.57,3.57,17788000000.0,17788000000.0,0.0,17788000000.0,21992000000.0,8296000000.0,3672000000.0,11968000000.0,-1030000000.0,-5592000000.0,7124000000.0,1532000000.0,21166000000.0,45656000000.0,66822000000.0,44486000000.0,111308000000.0,111308000000.0,640000000.0,,640000000.0
FNTN.F,-4800928.5,0.2885,514744000.0,-14005000.0,-16641000.0,154600000.0,250290000.0,1651700000.0,500739000.0,250449000.0,-23884000.0,30749000.0,6365000.0,169076071.5,154600000.0,2364590000.0,,118900598.0,118900598.0,1.3,1.3,154600000.0,154600000.0,0.0,154600000.0,156300000.0,156300000.0,63400000.0,219700000.0,-16641000.0,-23884000.0,30749000.0,6365000.0,262710000.0,712890000.0,975600000.0,1651700000.0,2627300000.0,2627300000.0,119300000.0,119300000.0,
BHTLF,0.0,0.291,516057000.0,,,265512000.0,126621000.0,5300840000.0,516057000.0,389436000.0,-8054000.0,14959000.0,6905000.0,265512000.0,265512000.0,6041319000.0,,126000000.0,126000000.0,2.11,2.11,265512000.0,265512000.0,0.0,265512000.0,265512000.0,265512000.0,108965000.0,374477000.0,,-8054000.0,14959000.0,6905000.0,381424000.0,740479000.0,1121903000.0,5300840000.0,6422743000.0,6422743000.0,152520000.0,64798000.0,87722000.0
CCKC.F,-4620600.0,0.302,1398400000.0,-15300000.0,-15300000.0,636500000.0,386500000.0,6626600000.0,1383100000.0,996600000.0,-32400000.0,86300000.0,55700000.0,647179400.0,636500000.0,9224800000.0,953600000.0,368300000.0,367800000.0,1.73,1.73,636500000.0,636500000.0,0.0,636500000.0,635700000.0,635700000.0,274600000.0,910300000.0,-15300000.0,-32400000.0,86300000.0,55700000.0,959200000.0,2598200000.0,3557400000.0,6626600000.0,10184000000.0,10184000000.0,2598200000.0,1888900000.0,709300000.0
GSK,-67625000.0,0.125,9624000000.0,-541000000.0,-541000000.0,4928000000.0,2294000000.0,8565000000.0,9083000000.0,6789000000.0,-735000000.0,725000000.0,48000000.0,5401375000.0,4928000000.0,22983000000.0,6745000000.0,2055500000.0,2026000000.0,2.398,2.432,4928000000.0,4928000000.0,0.0,4928000000.0,5308000000.0,5308000000.0,756000000.0,6064000000.0,-704000000.0,-735000000.0,725000000.0,48000000.0,7345000000.0,14418000000.0,21763000000.0,8565000000.0,30328000000.0,30328000000.0,9385000000.0,,9385000000.0
DWNP.F,-2146000.0,0.29,-2937100000.0,-7400000.0,-7400000.0,-2364100000.0,305000000.0,683100000.0,-2944500000.0,-3249500000.0,-148700000.0,169800000.0,27900000.0,-2358846000.0,-2697600000.0,589400000.0,,793869970.0,793869970.0,-3.4,-3.4,-2697600000.0,-2697600000.0,0.0,-2697600000.0,-2761100000.0,-2427600000.0,-991700000.0,-3419300000.0,11000000.0,-148700000.0,169800000.0,27900000.0,474800000.0,-93700000.0,381100000.0,683100000.0,1064200000.0,1064200000.0,126300000.0,4700000.0,121600000.0
SQU.F,49860000.0,0.277,11814000000.0,180000000.0,180000000.0,4702000000.0,3800000000.0,30310000000.0,11994000000.0,8194000000.0,-1175000000.0,1175000000.0,,4571860000.0,4702000000.0,61849000000.0,8071000000.0,575111896.0,568208021.0,8.18,8.28,4702000000.0,4702000000.0,0.0,4702000000.0,5102000000.0,5102000000.0,1917000000.0,7019000000.0,-64000000.0,-1175000000.0,1175000000.0,,8036000000.0,31539000000.0,39575000000.0,30310000000.0,69885000000.0,69885000000.0,7585000000.0,,7585000000.0
HEIU.F,27997200.0,0.231,4182100000.0,121200000.0,121200000.0,2032400000.0,1233300000.0,8030700000.0,4303300000.0,3067700000.0,-187200000.0,218700000.0,76700000.0,1939197200.0,1928900000.0,18457200000.0,3022500000.0,,,,,1928900000.0,1928900000.0,0.0,1928900000.0,2086900000.0,2190400000.0,658600000.0,2849000000.0,89500000.0,-187200000.0,218700000.0,76700000.0,2720400000.0,10426500000.0,13146900000.0,8030700000.0,21177600000.0,21177600000.0,3473300000.0,3473300000.0,
TWODY,0.0,0.263,511900000.0,,,349000000.0,12700000.0,2798000000.0,511900000.0,499200000.0,4100000.0,25400000.0,29500000.0,349000000.0,349000000.0,3046700000.0,467800000.0,353750000.0,353040000.0,0.99,0.99,349000000.0,349000000.0,0.0,349000000.0,349000000.0,349000000.0,124800000.0,473800000.0,,4100000.0,25400000.0,29500000.0,467800000.0,248700000.0,716500000.0,2798000000.0,3514500000.0,3514500000.0,232700000.0,,232700000.0
UCBJF,440000.0,0.22,1274000000.0,2000000.0,2000000.0,343000000.0,691000000.0,1707000000.0,1276000000.0,585000000.0,-129000000.0,144000000.0,27000000.0,341440000.0,343000000.0,4619000000.0,604000000.0,195190000.0,189690000.0,1.76,1.81,343000000.0,343000000.0,0.0,343000000.0,343000000.0,343000000.0,98000000.0,441000000.0,-18000000.0,-129000000.0,144000000.0,27000000.0,633000000.0,2912000000.0,3545000000.0,1707000000.0,5252000000.0,5252000000.0,1824000000.0,1594000000.0,230000000.0
SKG.L,-53200000.0,0.28,2058000000.0,-190000000.0,-190000000.0,758000000.0,635000000.0,7485000000.0,1868000000.0,1233000000.0,-148000000.0,178000000.0,30000000.0,894800000.0,758000000.0,9869000000.0,1251000000.0,260000000.0,258000000.0,2.912,2.935,758000000.0,758000000.0,0.0,758000000.0,759000000.0,759000000.0,296000000.0,1055000000.0,-191000000.0,-148000000.0,178000000.0,30000000.0,1403000000.0,2384000000.0,3787000000.0,7485000000.0,11272000000.0,11272000000.0,2384000000.0,927000000.0,1457000000.0
0LCA.F,-154044740.459825,0.242285,5521500000.0,-635800000.0,-635800000.0,1598400000.0,2238600000.0,1205800000.0,4885700000.0,2647100000.0,-544500000.0,537600000.0,1800000.0,2080155259.540175,1598400000.0,7568900000.0,2654000000.0,,,,,1598400000.0,1598400000.0,0.0,1598400000.0,1598400000.0,1598400000.0,511100000.0,2109500000.0,-635800000.0,-544500000.0,537600000.0,1800000.0,3289800000.0,6363100000.0,9652900000.0,1205800000.0,10858700000.0,10858700000.0,,,
HEN3.F,-58491000.0,0.291,3123000000.0,-200000000.0,-201000000.0,1318000000.0,918000000.0,11853000000.0,2923000000.0,2005000000.0,-107000000.0,117000000.0,78000000.0,1461509000.0,1318000000.0,19302000000.0,2011000000.0,421086262.0,421086262.0,3.13,3.13,1318000000.0,1318000000.0,0.0,1318000000.0,1340000000.0,1339000000.0,549000000.0,1888000000.0,-201000000.0,-107000000.0,117000000.0,78000000.0,2212000000.0,7449000000.0,9661000000.0,11853000000.0,21514000000.0,21514000000.0,6866000000.0,5764000000.0,1102000000.0
MPFRF,-19451665.958609,0.231292,,-84100000.0,-84100000.0,677200000.0,,,,,59100000.0,,0.0,741848334.041391,677200000.0,23991900000.0,,,,,,677200000.0,677200000.0,,677200000.0,1266600000.0,1266600000.0,381100000.0,1647700000.0,-84100000.0,59100000.0,,,,,,,25639600000.0,25639600000.0,,,
EADSY,9438000.0,0.242,7728000000.0,39000000.0,39000000.0,3789000000.0,2242000000.0,55402000000.0,7767000000.0,5525000000.0,90000000.0,756000000.0,728000000.0,3759438000.0,3789000000.0,61180000000.0,,3159042396.0,3154883116.0,1.2,1.2,3789000000.0,3789000000.0,0.0,3789000000.0,3613000000.0,3613000000.0,1156000000.0,4769000000.0,,90000000.0,756000000.0,728000000.0,4266000000.0,5778000000.0,10044000000.0,55402000000.0,65446000000.0,65446000000.0,2521000000.0,867000000.0,1654000000.0
VONOY,65669700.0,0.281,-8138600000.0,233700000.0,233700000.0,-6137000000.0,464700000.0,2756900000.0,-7904900000.0,-8369600000.0,-649400000.0,815600000.0,167200000.0,-6305030300.0,-6285100000.0,4179300000.0,,1647520570.0,1647520570.0,-3.817107,-3.817107,-6285100000.0,-6285100000.0,0.0,-6285100000.0,-6756200000.0,-6608100000.0,-2577100000.0,-9185200000.0,43200000.0,-649400000.0,815600000.0,167200000.0,1049200000.0,1422400000.0,2471600000.0,2756900000.0,5228500000.0,5228500000.0,189200000.0,34700000.0,154500000.0
KKPNF,-669000.0,0.223,2563000000.0,-3000000.0,-3000000.0,842000000.0,1206000000.0,1172000000.0,2560000000.0,1354000000.0,-223000000.0,266000000.0,28000000.0,844331000.0,844000000.0,4114000000.0,1342000000.0,,,,,844000000.0,844000000.0,0.0,844000000.0,844000000.0,843000000.0,245000000.0,1088000000.0,23000000.0,-223000000.0,266000000.0,28000000.0,1325000000.0,2942000000.0,4267000000.0,1172000000.0,5439000000.0,5439000000.0,,,
OCDGF,6987053.571429,0.040179,-27700000.0,173900000.0,173900000.0,-314000000.0,452700000.0,,146200000.0,-306500000.0,-50200000.0,96700000.0,46700000.0,-480912946.428571,-314000000.0,3337700000.0,-333200000.0,816500000.0,816500000.0,-0.3844,-0.3844,-314000000.0,-314000000.0,0.0,-314000000.0,-387000000.0,-387000000.0,-16200000.0,-403200000.0,180400000.0,-50200000.0,96700000.0,46700000.0,-512700000.0,3337700000.0,,,2825000000.0,2825000000.0,,,
ASML.AS,0.0,0.158,9976000000.0,,,7839000000.0,739800000.0,13422400000.0,9976000000.0,9236200000.0,41200000.0,152700000.0,193900000.0,7839000000.0,7839000000.0,18516200000.0,9042300000.0,394100000.0,393800000.0,19.91,19.91,7839000000.0,7839000000.0,,7839000000.0,7839000000.0,7839000000.0,1435800000.0,9083500000.0,,41200000.0,152700000.0,193900000.0,9042300000.0,5093800000.0,14136100000.0,13422400000.0,27558500000.0,27558500000.0,1113200000.0,,
S4VC.F,-120000.0,0.024,-129000000.0,-5000000.0,-5000000.0,-253000000.0,6000000.0,161000000.0,-134000000.0,-140000000.0,-106000000.0,123000000.0,25000000.0,-248120000.0,-253000000.0,224000000.0,-180000000.0,1223400000.0,1220000000.0,-0.207,-0.207,-253000000.0,-253000000.0,0.0,-253000000.0,-253000000.0,-253000000.0,-10000000.0,-263000000.0,-29000000.0,-106000000.0,123000000.0,25000000.0,525000000.0,63000000.0,588000000.0,161000000.0,749000000.0,749000000.0,50000000.0,,50000000.0
SUY.F,0.0,0.4,1790000000.0,,,137000000.0,1178000000.0,30364000000.0,1790000000.0,612000000.0,-254000000.0,335000000.0,81000000.0,137000000.0,137000000.0,32168000000.0,532000000.0,,,,,137000000.0,137000000.0,0.0,137000000.0,137000000.0,137000000.0,140000000.0,277000000.0,,-254000000.0,335000000.0,81000000.0,532000000.0,1804000000.0,2336000000.0,30364000000.0,32700000000.0,32700000000.0,1862000000.0,,1862000000.0
CHV.F,0.0,0.276,47815000000.0,,,21369000000.0,17762000000.0,136522000000.0,47815000000.0,30053000000.0,-469000000.0,469000000.0,,21369000000.0,21369000000.0,170684000000.0,,1880307000.0,1872737000.0,11.36,11.41,21369000000.0,21369000000.0,,21369000000.0,21411000000.0,21411000000.0,8173000000.0,29584000000.0,,-469000000.0,469000000.0,,26229000000.0,34162000000.0,60391000000.0,136522000000.0,196913000000.0,196913000000.0,4141000000.0,,
KNYJF,0.0,0.228,1500800000.0,,,925800000.0,269400000.0,5102600000.0,1500800000.0,1231400000.0,8900000.0,25300000.0,39500000.0,925800000.0,925800000.0,9752100000.0,1200100000.0,517595000.0,517217000.0,1.79,1.79,925800000.0,925800000.0,0.0,925800000.0,931600000.0,931500000.0,274600000.0,1206100000.0,,8900000.0,25300000.0,39500000.0,1200200000.0,4649500000.0,5849700000.0,5102600000.0,10952300000.0,10952300000.0,774000000.0,774000000.0,
LXS.F,-68598000.0,0.111,763000000.0,-618000000.0,-618000000.0,-843000000.0,996000000.0,5446000000.0,145000000.0,-851000000.0,-118000000.0,96000000.0,10000000.0,-293598000.0,443000000.0,6764000000.0,-668000000.0,86346303.0,86346303.0,5.13,5.13,443000000.0,443000000.0,0.0,443000000.0,444000000.0,-842000000.0,-105000000.0,-947000000.0,-615000000.0,-118000000.0,96000000.0,10000000.0,-50000000.0,1318000000.0,1268000000.0,5446000000.0,6714000000.0,6714000000.0,1212000000.0,933000000.0,279000000.0
HUGPF,-734640.0,0.24,747486000.0,-3061000.0,-3061000.0,258371000.0,341697000.0,1616606000.0,744425000.0,402728000.0,-46815000.0,45839000.0,978000.0,260697360.0,258371000.0,3787121000.0,410337000.0,69016167.0,69016167.0,3.74,3.74,258371000.0,258371000.0,0.0,258371000.0,269790000.0,269790000.0,87099000.0,356889000.0,,-46815000.0,45839000.0,978000.0,410338000.0,2170515000.0,2580853000.0,1616606000.0,4197459000.0,4197459000.0,2081236000.0,1744938000.0,336298000.0
